Destination.City,Orgin.City,Satisfaction,Airline.Status,Age,Gender,Price.Sensitivity,Year.of.First.Flight,No.of.Flights.p.a.,X..of.Flight.with.other.Airlines,Type.of.Travel,No..of.other.Loyalty.Cards,Shopping.Amount.at.Airport,Eating.and.Drinking.at.Airport,Class,Day.of.Month,Flight.date,Airline.Code,Airline.Name,Origin.State,Destination.State,Scheduled.Departure.Hour,Departure.Delay.in.Minutes,Arrival.Delay.in.Minutes,Flight.cancelled,Flight.time.in.minutes,Flight.Distance,Arrival.Delay.greater.5.Mins,olong,olat,dlong,dlat
"Lafayette, LA","Atlanta, GA",3,Blue,26,Female,1,2005,13,2,Business travel,0,0,50,Eco Plus,12,3/12/14,EV,FlyFast Airways Inc.,Georgia,Louisiana,19,0,0,No,87,503,no,-84.331858,33.824102,-92.013463,30.165247
"Houston, TX","Chicago, IL",4,Blue,63,Female,1,2011,7,3,Business travel,0,0,20,Eco,25,1/25/14,OU,Oursin Airlines Inc.,Illinois,Texas,14,7,0,No,124,925,no,-87.895427,41.827126,-95.393531,29.784308
"Chicago, IL","Appleton, WI",2,Blue,16,Female,2,2003,23,8,Personal Travel,2,0,65,Eco,12,3/12/14,EV,FlyFast Airways Inc.,Wisconsin,Illinois,16,NA,NA,Yes,NA,160,no,-88.411096,44.24668,-87.895427,41.827126
"Salt Lake City, UT","Phoenix, AZ",4,Blue,51,Male,1,2003,8,7,Business travel,0,0,90,Eco,11,2/11/14,WN,Cheapseats Airlines Inc.,Arizona,Utah,13,6,9,No,85,507,yes,-111.970041,33.494067,-111.929515,40.640838
"Houston, TX","Little Rock, AR",2,Blue,65,Female,1,2011,23,5,Personal Travel,0,125,46,Eco,31,3/31/14,EV,FlyFast Airways Inc.,Arkansas,Texas,5,0,0,No,59,374,no,-92.321221,34.756564,-95.393531,29.784308
"Eugene, OR","Los Angeles, CA",3,Blue,85,Female,1,2009,54,1,Mileage tickets,0,0,15,Eco,5,1/5/14,OO,Northwest Business Airlines Inc.,California,Oregon,20,19,10,No,103,748,yes,-118.104332,33.982668,-123.076636,44.065995
"Chicago, IL","Birmingham, AL",4,Gold,49,Male,1,2005,26,7,Business travel,0,50,60,Eco,22,2/22/14,EV,FlyFast Airways Inc.,Alabama,Illinois,8,0,0,No,101,584,no,-86.791974,33.469107,-87.895427,41.827126
"Burlington, VT","Chicago, IL",4,Blue,52,Male,2,2007,19,9,Mileage tickets,1,0,120,Eco,2,1/2/14,EV,FlyFast Airways Inc.,Illinois,Vermont,7,NA,NA,Yes,NA,763,no,-87.895427,41.827126,-73.147596,44.47408
"Philadelphia, PA","Washington, DC",2,Blue,64,Female,2,2011,22,9,Personal Travel,0,0,130,Eco,13,1/13/14,US,Southeast Airlines Co.,Virginia,Pennsylvania,15,18,57,No,32,119,yes,-77.18974,38.897394,-75.298163,39.973331
"Los Angeles, CA","Denver, CO",4,Silver,53,Female,1,2004,6,9,Business travel,0,0,0,Eco,19,1/19/14,MQ,EnjoyFlying Air Services,Colorado,California,15,1,0,No,113,862,no,-104.955096,39.710774,-118.104332,33.982668
"Boston, MA","Orlando, FL",2,Blue,28,Female,1,2009,14,20,Personal Travel,3,0,60,Eco,10,1/10/14,B6,OnlyJets Airlines Inc.,Florida,Massachusetts,7,0,5,No,158,1121,no,-81.411184,28.584434,-71.140708,42.373132
"Washington, DC","New York, NY",4,Silver,39,Female,1,2009,4,20,Business travel,1,5,80,Eco,9,3/9/14,US,Southeast Airlines Co.,New York,Virginia,13,0,0,No,47,214,no,-73.970221,40.718357,-77.18974,38.897394
"Chicago, IL","Charleston, SC",4,Blue,55,Female,1,2003,8,6,Business travel,0,0,20,Eco,8,2/8/14,WN,Cheapseats Airlines Inc.,South Carolina,Illinois,8,0,0,No,111,745,no,-80.015543,32.902255,-87.895427,41.827126
"Las Vegas, NV","Los Angeles, CA",5,Silver,36,Female,2,2007,13,10,Business travel,1,150,25,Eco,4,3/4/14,OU,Oursin Airlines Inc.,California,Nevada,22,1,0,No,41,236,no,-118.104332,33.982668,-115.167218,36.134893
"San Francisco, CA","Phoenix, AZ",4,Blue,39,Female,1,2009,4,1,Business travel,5,70,70,Eco,30,3/30/14,US,Southeast Airlines Co.,Arizona,California,10,0,0,No,104,651,no,-111.970041,33.494067,-122.383287,37.754645
"Seattle, WA","Denver, CO",4,Blue,18,Male,1,2004,36,5,Business travel,2,0,65,Eco,8,3/8/14,AS,FlyToSun Airlines Inc.,Colorado,Washington,18,0,0,No,157,1024,no,-104.955096,39.710774,-122.274661,47.468409
"Salt Lake City, UT","Las Vegas, NV",3,Silver,50,Female,1,2010,6,14,Business travel,2,0,30,Business,7,3/7/14,DL,Sigma Airlines Inc.,Nevada,Utah,13,0,2,No,57,368,no,-115.167218,36.134893,-111.929515,40.640838
"Atlanta, GA","Montgomery, AL",4,Blue,41,Female,1,2007,23,2,Business travel,0,45,30,Eco,21,3/21/14,EV,FlyFast Airways Inc.,Alabama,Georgia,17,0,0,No,29,147,no,-86.297468,32.400042,-84.331858,33.824102
"Detroit, MI","Baltimore, MD",3,Silver,71,Female,1,2010,15,7,Personal Travel,0,0,61,Eco,9,3/9/14,DL,Sigma Airlines Inc.,Maryland,Michigan,17,4,0,No,70,409,no,-76.64776,39.234099,-83.227554,42.490005
"Austin, TX","El Paso, TX",4,Blue,48,Female,1,2006,16,10,Business travel,0,155,65,Eco,13,1/13/14,WN,Cheapseats Airlines Inc.,Texas,Texas,19,0,0,No,73,528,no,-106.389031,31.780239,-97.761533,30.358514
"Boston, MA","Philadelphia, PA",4,Blue,49,Male,1,2007,15,2,Business travel,0,0,30,Eco,26,1/26/14,US,Southeast Airlines Co.,Pennsylvania,Massachusetts,22,0,0,No,50,280,no,-75.298163,39.973331,-71.140708,42.373132
"Chicago, IL","Syracuse, NY",3,Blue,18,Female,1,2003,31,3,Business travel,3,20,5,Eco,20,1/20/14,EV,FlyFast Airways Inc.,New York,Illinois,9,0,29,No,112,607,yes,-76.164008,43.090425,-87.895427,41.827126
"St. Louis, MO","Boston, MA",4,Blue,58,Female,1,2007,17,5,Business travel,0,0,40,Eco,24,2/24/14,WN,Cheapseats Airlines Inc.,Massachusetts,Missouri,18,4,10,No,175,1047,yes,-71.140708,42.373132,-90.340926,38.630705
"Phoenix, AZ","Minneapolis, MN",1,Blue,47,Male,1,2012,6,12,Business travel,1,5,0,Eco,24,2/24/14,US,Southeast Airlines Co.,Minnesota,Arizona,11,0,0,No,174,1276,no,-93.2798,44.978156,-111.970041,33.494067
"Boston, MA","Richmond, VA",3,Blue,48,Female,1,2008,13,14,Personal Travel,2,85,30,Eco,4,2/4/14,B6,OnlyJets Airlines Inc.,Virginia,Massachusetts,13,0,0,No,63,474,no,-77.487983,37.477942,-71.140708,42.373132
"Boston, MA","New York, NY",4,Blue,32,Female,1,2006,3,3,Business travel,2,45,60,Eco,7,1/7/14,AA,Paul Smith Airlines Inc.,New York,Massachusetts,8,16,14,No,34,187,yes,-73.970221,40.718357,-71.140708,42.373132
"Philadelphia, PA","Atlanta, GA",4,Blue,63,Female,1,2004,37,3,Business travel,0,90,60,Eco,25,2/25/14,DL,Sigma Airlines Inc.,Georgia,Pennsylvania,17,0,0,No,100,666,no,-84.331858,33.824102,-75.298163,39.973331
"Orlando, FL","St. Louis, MO",3,Blue,85,Female,1,2006,44,5,Personal Travel,0,0,30,Eco,10,3/10/14,WN,Cheapseats Airlines Inc.,Missouri,Florida,6,0,1,No,117,882,no,-90.340926,38.630705,-81.411184,28.584434
"Atlanta, GA","Little Rock, AR",2,Blue,51,Male,1,2007,7,8,Business travel,1,0,65,Eco,11,1/11/14,DL,Sigma Airlines Inc.,Arkansas,Georgia,16,9,0,No,63,453,no,-92.321221,34.756564,-84.331858,33.824102
"New York, NY","Houston, TX",3,Blue,58,Female,1,2006,1,1,Business travel,0,15,10,Eco,4,1/4/14,WN,Cheapseats Airlines Inc.,Texas,New York,13,45,54,No,192,1428,yes,-95.393531,29.784308,-73.970221,40.718357
"Denver, CO","Charlotte, NC",4,Blue,50,Male,0,2007,30,4,Business travel,0,0,40,Eco,5,1/5/14,US,Southeast Airlines Co.,North Carolina,Colorado,11,38,30,No,201,1337,yes,-80.815826,35.249654,-104.955096,39.710774
"Wichita, KS","Dallas, TX",2,Gold,85,Female,1,2005,17,9,Personal Travel,0,20,140,Eco Plus,11,1/11/14,WN,Cheapseats Airlines Inc.,Texas,Kansas,15,0,0,No,55,333,no,-96.972001,32.812727,-97.327333,37.679735
"St. Louis, MO","Washington, DC",2,Blue,69,Female,1,2011,52,9,Personal Travel,0,0,20,Eco,22,2/22/14,MQ,EnjoyFlying Air Services,Virginia,Missouri,10,0,0,No,117,719,no,-77.18974,38.897394,-90.340926,38.630705
"Durango, CO","Denver, CO",3,Blue,62,Female,1,2011,28,10,Business travel,0,70,90,Eco,19,3/19/14,OO,Northwest Business Airlines Inc.,Colorado,Colorado,8,0,0,No,38,251,no,-104.955096,39.710774,-107.869874,37.289287
"Boston, MA","Washington, DC",4,Silver,37,Female,2,2004,23,8,Personal Travel,2,0,110,Eco,30,3/30/14,B6,OnlyJets Airlines Inc.,Virginia,Massachusetts,8,0,0,No,64,399,no,-77.18974,38.897394,-71.140708,42.373132
"Manchester, NH","Philadelphia, PA",2,Blue,44,Male,1,2008,38,5,Personal Travel,1,0,60,Eco Plus,5,1/5/14,US,Southeast Airlines Co.,Pennsylvania,New Hampshire,21,68,63,No,52,289,yes,-75.298163,39.973331,-71.479666,42.991043
"Chicago, IL","Atlanta, GA",4,Platinum,31,Female,1,2006,12,20,Business travel,2,113,140,Business,8,1/8/14,DL,Sigma Airlines Inc.,Georgia,Illinois,16,13,0,No,93,606,no,-84.331858,33.824102,-87.895427,41.827126
"Atlanta, GA","Tampa, FL",3,Blue,27,Female,2,2008,24,35,Mileage tickets,2,15,55,Eco,24,1/24/14,DL,Sigma Airlines Inc.,Florida,Georgia,8,0,0,No,65,406,no,-82.513188,28.006247,-84.331858,33.824102
"Boston, MA","Atlanta, GA",3,Silver,39,Female,1,2006,17,10,Business travel,2,45,120,Eco,8,2/8/14,DL,Sigma Airlines Inc.,Georgia,Massachusetts,15,0,0,No,113,946,no,-84.331858,33.824102,-71.140708,42.373132
"Houston, TX","New York, NY",5,Gold,51,Female,1,2006,17,38,Business travel,2,72,100,Eco Plus,20,2/20/14,WN,Cheapseats Airlines Inc.,New York,Texas,7,0,0,No,216,1428,no,-73.970221,40.718357,-95.393531,29.784308
"Atlanta, GA","Fayetteville, NC",2,Blue,43,Female,2,2003,3,7,Personal Travel,1,70,90,Eco Plus,21,1/21/14,EV,FlyFast Airways Inc.,North Carolina,Georgia,18,0,0,No,67,331,no,-78.977004,35.052625,-84.331858,33.824102
"Atlanta, GA","Philadelphia, PA",3,Silver,74,Male,1,2010,48,6,Business travel,0,30,105,Eco,9,3/9/14,DL,Sigma Airlines Inc.,Pennsylvania,Georgia,7,0,0,No,104,666,no,-75.298163,39.973331,-84.331858,33.824102
"Los Angeles, CA","San Antonio, TX",2,Blue,44,Male,1,2008,20,4,Business travel,0,0,75,Eco,3,3/3/14,OO,Northwest Business Airlines Inc.,Texas,California,6,6,0,No,177,1211,no,-98.475376,29.514399,-118.104332,33.982668
"Salt Lake City, UT","Denver, CO",4,Blue,35,Female,1,2010,33,8,Business travel,2,0,60,Eco,27,1/27/14,WN,Cheapseats Airlines Inc.,Colorado,Utah,6,0,0,No,69,391,no,-104.955096,39.710774,-111.929515,40.640838
"Chicago, IL","Manchester, NH",2,Blue,80,Male,1,2008,39,1,Personal Travel,0,0,45,Eco,7,2/7/14,WN,Cheapseats Airlines Inc.,New Hampshire,Illinois,6,0,5,No,147,838,no,-71.479666,42.991043,-87.895427,41.827126
"Cincinnati, OH","Chicago, IL",4,Silver,80,Female,2,2007,32,9,Mileage tickets,0,0,90,Eco,14,3/14/14,EV,FlyFast Airways Inc.,Illinois,Kentucky,13,30,15,No,42,265,yes,-87.895427,41.827126,-84.462043,39.185505
"Atlanta, GA","Chicago, IL",3,Blue,21,Male,1,2007,29,1,Personal Travel,1,0,20,Business,21,3/21/14,WN,Cheapseats Airlines Inc.,Illinois,Georgia,21,0,0,No,81,591,no,-87.895427,41.827126,-84.331858,33.824102
"Jacksonville, FL","Atlanta, GA",2,Blue,60,Female,1,2005,40,10,Personal Travel,2,0,75,Eco,14,3/14/14,FL,FlyHere Airways,Georgia,Florida,17,0,0,No,40,270,no,-84.331858,33.824102,-81.64274,30.24014
"Salt Lake City, UT","New York, NY",3,Blue,45,Female,2,2011,13,8,Personal Travel,4,30,210,Eco,7,2/7/14,DL,Sigma Airlines Inc.,New York,Utah,12,0,0,No,291,1990,no,-73.970221,40.718357,-111.929515,40.640838
"Los Angeles, CA","Chicago, IL",2,Blue,74,Female,2,2011,28,1,Personal Travel,0,15,20,Eco,15,3/15/14,AA,Paul Smith Airlines Inc.,Illinois,California,15,1,0,No,228,1744,no,-87.895427,41.827126,-118.104332,33.982668
"Las Vegas, NV","Milwaukee, WI",4,Silver,58,Female,1,2008,6,5,Business travel,0,0,15,Eco,4,2/4/14,WN,Cheapseats Airlines Inc.,Wisconsin,Nevada,15,0,0,No,219,1524,no,-88.100492,43.055654,-115.167218,36.134893
"Detroit, MI","Jacksonville, FL",3,Silver,52,Female,2,2010,25,5,Business travel,0,60,55,Eco,1,1/1/14,DL,Sigma Airlines Inc.,Florida,Michigan,13,0,0,No,108,813,no,-81.64274,30.24014,-83.227554,42.490005
"Houston, TX","San Antonio, TX",4,Blue,59,Male,1,2004,17,2,Business travel,0,0,70,Eco,9,3/9/14,OU,Oursin Airlines Inc.,Texas,Texas,8,0,2,No,39,191,no,-98.475376,29.514399,-95.393531,29.784308
"Denver, CO","Tucson, AZ",4,Silver,28,Male,2,2003,20,5,Business travel,0,130,45,Business,17,3/17/14,OO,Northwest Business Airlines Inc.,Arizona,Colorado,18,25,31,No,88,639,yes,-110.946141,32.254891,-104.955096,39.710774
"Charlotte, NC","Denver, CO",4,Gold,56,Female,1,2009,28,17,Business travel,1,0,75,Eco,21,3/21/14,US,Southeast Airlines Co.,Colorado,North Carolina,1,0,0,No,144,1337,no,-104.955096,39.710774,-80.815826,35.249654
"Detroit, MI","New York, NY",3,Blue,58,Female,2,2004,32,6,Business travel,0,0,20,Eco,20,3/20/14,MQ,EnjoyFlying Air Services,New York,Michigan,20,0,0,No,78,502,no,-73.970221,40.718357,-83.227554,42.490005
"Detroit, MI","Huntsville, AL",4,Blue,44,Male,1,2007,28,9,Business travel,0,0,90,Eco,4,3/4/14,EV,FlyFast Airways Inc.,Alabama,Michigan,11,7,10,No,89,554,yes,-86.639233,34.741669,-83.227554,42.490005
"Minneapolis, MN","Charlotte, NC",4,Gold,47,Female,1,2012,13,7,Business travel,3,0,150,Eco,1,1/1/14,US,Southeast Airlines Co.,North Carolina,Minnesota,9,120,121,No,145,930,yes,-80.815826,35.249654,-93.2798,44.978156
"San Francisco, CA","Seattle, WA",5,Silver,35,Female,1,2005,8,7,Business travel,1,0,0,Eco Plus,30,3/30/14,OU,Oursin Airlines Inc.,Washington,California,16,0,0,No,103,679,no,-122.274661,47.468409,-122.383287,37.754645
"Los Angeles, CA","Washington, DC",5,Silver,30,Male,1,2011,0,10,Personal Travel,3,90,95,Eco,22,2/22/14,AA,Paul Smith Airlines Inc.,Virginia,California,10,0,5,No,344,2288,no,-77.18974,38.897394,-118.104332,33.982668
"San Francisco, CA","Denver, CO",4,Blue,57,Female,1,2008,39,1,Business travel,0,0,0,Eco Plus,26,3/26/14,WN,Cheapseats Airlines Inc.,Colorado,California,21,37,26,No,136,967,yes,-104.955096,39.710774,-122.383287,37.754645
"Seattle, WA","Ketchikan, AK",4,Blue,36,Male,1,2003,8,29,Business travel,1,0,45,Eco Plus,21,2/21/14,AS,FlyToSun Airlines Inc.,Alaska,Washington,13,7,2,No,85,680,no,-131.727792,55.397372,-122.274661,47.468409
"Houston, TX","Los Angeles, CA",4,Blue,56,Female,1,2007,21,8,Business travel,1,0,45,Eco,4,3/4/14,OU,Oursin Airlines Inc.,California,Texas,6,0,0,No,159,1379,no,-118.104332,33.982668,-95.393531,29.784308
"San Francisco, CA","Las Vegas, NV",2,Blue,35,Male,2,2010,6,3,Business travel,3,0,105,Eco Plus,4,2/4/14,OU,Oursin Airlines Inc.,Nevada,California,6,13,11,No,69,414,yes,-115.167218,36.134893,-122.383287,37.754645
"Miami, FL","Charlotte, NC",3,Blue,74,Female,1,2009,26,4,Business travel,0,40,255,Eco,18,3/18/14,US,Southeast Airlines Co.,North Carolina,Florida,13,0,3,No,92,650,no,-80.815826,35.249654,-80.231428,26.175616
"Phoenix, AZ","El Paso, TX",4,Silver,45,Male,1,2012,2,8,Business travel,1,0,80,Eco,11,2/11/14,WN,Cheapseats Airlines Inc.,Texas,Arizona,20,1,0,No,57,347,no,-106.389031,31.780239,-111.970041,33.494067
"Reno, NV","Los Angeles, CA",4,Blue,57,Male,1,2004,27,6,Business travel,0,0,65,Eco,17,1/17/14,OO,Northwest Business Airlines Inc.,California,Nevada,14,0,0,No,65,391,no,-118.104332,33.982668,-119.797255,39.532575
"Phoenix, AZ","San Francisco, CA",4,Silver,49,Female,1,2009,15,16,Personal Travel,2,90,85,Eco,12,3/12/14,US,Southeast Airlines Co.,California,Arizona,9,0,1,No,90,651,no,-122.383287,37.754645,-111.970041,33.494067
"Columbia, SC","Chicago, IL",2,Blue,59,Female,1,2011,1,20,Personal Travel,2,105,75,Eco Plus,14,2/14/14,EV,FlyFast Airways Inc.,Illinois,South Carolina,16,68,65,No,93,667,yes,-87.895427,41.827126,-81.077207,34.036236
"Charleston, SC","New York, NY",2,Blue,80,Female,0,2007,35,12,Personal Travel,1,0,80,Business,8,3/8/14,B6,OnlyJets Airlines Inc.,New York,South Carolina,14,7,6,No,95,636,yes,-73.970221,40.718357,-80.015543,32.902255
"Phoenix, AZ","New York, NY",4,Silver,43,Female,1,2006,3,14,Business travel,2,30,36,Eco,14,2/14/14,US,Southeast Airlines Co.,New York,Arizona,6,0,0,No,301,2153,no,-73.970221,40.718357,-111.970041,33.494067
"Phoenix, AZ","San Diego, CA",3,Blue,63,Male,2,2004,42,4,Personal Travel,0,0,30,Eco Plus,5,3/5/14,US,Southeast Airlines Co.,California,Arizona,12,0,0,No,53,304,no,-117.128799,32.928728,-111.970041,33.494067
"Las Vegas, NV","Houston, TX",2,Blue,57,Male,2,2008,33,8,Personal Travel,0,0,10,Eco,8,2/8/14,WN,Cheapseats Airlines Inc.,Texas,Nevada,8,0,0,No,184,1235,no,-95.393531,29.784308,-115.167218,36.134893
"Detroit, MI","Orlando, FL",4,Blue,40,Female,1,2003,0,2,Business travel,3,0,120,Eco,16,3/16/14,DL,Sigma Airlines Inc.,Florida,Michigan,16,0,0,No,118,957,no,-81.411184,28.584434,-83.227554,42.490005
"Chicago, IL","Detroit, MI",3,Silver,63,Male,1,2012,27,8,Personal Travel,0,285,105,Eco,10,1/10/14,EV,FlyFast Airways Inc.,Michigan,Illinois,19,74,94,No,55,235,yes,-83.227554,42.490005,-87.895427,41.827126
"Denver, CO","Seattle, WA",3,Blue,17,Male,2,2003,0,6,Business travel,4,0,60,Eco,6,1/6/14,OU,Oursin Airlines Inc.,Washington,Colorado,6,0,0,No,123,1024,no,-122.274661,47.468409,-104.955096,39.710774
"Dallas, TX","St. Louis, MO",3,Blue,46,Female,1,2003,22,4,Business travel,0,0,50,Eco,13,1/13/14,WN,Cheapseats Airlines Inc.,Missouri,Texas,7,0,0,No,87,546,no,-90.340926,38.630705,-96.972001,32.812727
"Atlanta, GA","Charlotte, NC",4,Silver,24,Female,1,2011,5,4,Business travel,0,0,130,Eco,17,1/17/14,DL,Sigma Airlines Inc.,North Carolina,Georgia,7,0,0,No,45,226,no,-80.815826,35.249654,-84.331858,33.824102
"Chicago, IL","Denver, CO",3,Blue,64,Female,2,2008,24,9,Business travel,0,125,96,Eco,10,1/10/14,WN,Cheapseats Airlines Inc.,Colorado,Illinois,19,119,114,No,107,895,yes,-104.955096,39.710774,-87.895427,41.827126
"New York, NY","Orlando, FL",4,Blue,42,Male,2,2003,0,2,Business travel,1,0,10,Eco,19,1/19/14,DL,Sigma Airlines Inc.,Florida,New York,11,0,0,No,123,944,no,-81.411184,28.584434,-73.970221,40.718357
"Tampa, FL","Houston, TX",4,Blue,56,Female,1,2011,13,5,Business travel,0,0,60,Eco,14,3/14/14,WN,Cheapseats Airlines Inc.,Texas,Florida,12,17,8,No,93,781,yes,-95.393531,29.784308,-82.513188,28.006247
"Denver, CO","Cincinnati, OH",5,Silver,26,Female,1,2003,1,6,Business travel,0,0,195,Eco,13,2/13/14,F9,GoingNorth Airlines Inc.,Kentucky,Colorado,6,2,4,No,156,1069,no,-84.462043,39.185505,-104.955096,39.710774
"Kansas City, MO","Denver, CO",2,Gold,63,Male,1,2007,1,4,Business travel,0,90,100,Eco,25,2/25/14,WN,Cheapseats Airlines Inc.,Colorado,Missouri,6,NA,NA,Yes,NA,533,no,-104.955096,39.710774,-94.594897,39.039792
"Flint, MI","Baltimore, MD",5,Gold,45,Female,2,2005,1,5,Business travel,0,0,150,Eco,28,3/28/14,WN,Cheapseats Airlines Inc.,Maryland,Michigan,21,21,6,No,72,452,yes,-76.64776,39.234099,-83.694698,42.988756
"New York, NY","St. Louis, MO",3,Blue,69,Male,1,2006,21,6,Business travel,0,0,45,Eco,18,1/18/14,WN,Cheapseats Airlines Inc.,Missouri,New York,9,85,69,No,107,888,yes,-90.340926,38.630705,-73.970221,40.718357
"Los Angeles, CA","Sacramento, CA",4,Blue,19,Male,1,2012,18,1,Business travel,1,0,60,Eco,22,1/22/14,WN,Cheapseats Airlines Inc.,California,California,7,0,0,No,60,373,no,-121.324669,38.638578,-118.104332,33.982668
"Washington, DC","Miami, FL",4,Blue,27,Female,1,2005,3,12,Business travel,2,120,24,Eco,10,2/10/14,AA,Paul Smith Airlines Inc.,Florida,Virginia,17,0,0,No,119,919,no,-80.231428,26.175616,-77.18974,38.897394
"San Francisco, CA","Los Angeles, CA",3,Silver,77,Female,1,2010,35,7,Personal Travel,0,0,20,Eco,20,2/20/14,OU,Oursin Airlines Inc.,California,California,13,75,68,No,61,337,yes,-118.104332,33.982668,-122.383287,37.754645
"Los Angeles, CA","San Jose, CA",4,Blue,28,Female,2,2003,6,6,Mileage tickets,1,0,80,Eco,29,1/29/14,OO,Northwest Business Airlines Inc.,California,California,6,NA,NA,Yes,NA,308,no,-121.945145,37.329845,-118.104332,33.982668
"Chicago, IL","New York, NY",2,Blue,58,Female,2,2008,27,1,Personal Travel,1,0,120,Eco,29,3/29/14,AA,Paul Smith Airlines Inc.,New York,Illinois,17,0,10,No,112,740,yes,-73.970221,40.718357,-87.895427,41.827126
"Charlotte, NC","Atlanta, GA",4,Silver,50,Male,1,2006,15,5,Business travel,0,5,0,Eco,14,3/14/14,US,Southeast Airlines Co.,Georgia,North Carolina,19,27,20,No,45,226,yes,-84.331858,33.824102,-80.815826,35.249654
"Los Angeles, CA","San Diego, CA",3,Silver,55,Male,2,2009,46,3,Personal Travel,0,0,75,Eco,1,3/1/14,OO,Northwest Business Airlines Inc.,California,California,19,35,55,No,35,109,yes,-117.128799,32.928728,-118.104332,33.982668
"Kansas City, MO","Denver, CO",2,Blue,15,Male,2,2011,15,3,Personal Travel,2,75,165,Business,24,3/24/14,F9,GoingNorth Airlines Inc.,Colorado,Missouri,20,13,12,No,70,533,yes,-104.955096,39.710774,-94.594897,39.039792
"Washington, DC","Portland, ME",3,Silver,36,Male,1,2012,13,32,Business travel,3,0,55,Eco,23,2/23/14,EV,FlyFast Airways Inc.,Maine,Virginia,9,0,0,No,87,493,no,-70.322088,43.663722,-77.18974,38.897394
"Boston, MA","Las Vegas, NV",4,Blue,18,Male,3,2005,15,1,Business travel,0,20,60,Eco,25,2/25/14,B6,OnlyJets Airlines Inc.,Nevada,Massachusetts,23,18,8,No,257,2381,yes,-115.167218,36.134893,-71.140708,42.373132
"Houston, TX","Oklahoma City, OK",4,Gold,44,Male,1,2009,21,32,Business travel,2,0,60,Eco,8,1/8/14,EV,FlyFast Airways Inc.,Oklahoma,Texas,19,6,8,No,62,395,yes,-97.524305,35.504826,-95.393531,29.784308
"Orlando, FL","Providence, RI",4,Gold,35,Female,0,2003,6,58,Business travel,2,0,30,Eco,26,2/26/14,WN,Cheapseats Airlines Inc.,Rhode Island,Florida,11,37,38,No,170,1072,yes,-71.397401,41.776323,-81.411184,28.584434
"Chicago, IL","Syracuse, NY",3,Blue,37,Male,1,2009,41,17,Mileage tickets,2,0,60,Eco,9,3/9/14,MQ,EnjoyFlying Air Services,New York,Illinois,17,0,0,No,99,607,no,-76.164008,43.090425,-87.895427,41.827126
"Atlanta, GA","Memphis, TN",2,Blue,80,Female,1,2012,27,9,Personal Travel,0,0,120,Eco,6,2/6/14,DL,Sigma Airlines Inc.,Tennessee,Georgia,6,0,0,No,47,332,no,-89.917857,35.095071,-84.331858,33.824102
"Portland, OR","San Francisco, CA",4,Silver,34,Female,1,2005,26,8,Personal Travel,3,240,95,Business,2,3/2/14,OO,Northwest Business Airlines Inc.,California,Oregon,15,0,1,No,84,550,no,-122.383287,37.754645,-122.651087,45.520404
"Denver, CO","Great Falls, MT",1,Blue,56,Female,2,2011,48,9,Personal Travel,0,0,30,Eco,5,1/5/14,OO,Northwest Business Airlines Inc.,Montana,Colorado,17,114,119,No,76,624,yes,-111.284285,47.501365,-104.955096,39.710774
"St. Louis, MO","Denver, CO",3,Blue,27,Female,1,2004,25,5,Business travel,0,3,30,Eco,26,1/26/14,WN,Cheapseats Airlines Inc.,Colorado,Missouri,15,18,11,No,91,770,yes,-104.955096,39.710774,-90.340926,38.630705
"Indianapolis, IN","Phoenix, AZ",2,Blue,45,Female,1,2003,39,10,Business travel,1,55,65,Eco,13,2/13/14,US,Southeast Airlines Co.,Arizona,Indiana,19,0,0,No,182,1488,no,-111.970041,33.494067,-86.145521,39.811262
"Little Rock, AR","Dallas, TX",3,Blue,61,Female,2,2004,26,9,Personal Travel,0,120,60,Eco,11,2/11/14,WN,Cheapseats Airlines Inc.,Texas,Arkansas,7,0,0,No,41,296,no,-96.972001,32.812727,-92.321221,34.756564
"Aspen, CO","Denver, CO",2,Blue,70,Female,1,2005,37,10,Personal Travel,0,30,50,Eco,1,3/1/14,OO,Northwest Business Airlines Inc.,Colorado,Colorado,13,47,94,No,39,125,yes,-104.955096,39.710774,-106.840283,39.199278
"Valdosta, GA","Atlanta, GA",4,Gold,66,Male,1,2009,22,2,Business travel,0,45,145,Eco,12,1/12/14,EV,FlyFast Airways Inc.,Georgia,Georgia,20,0,0,No,35,208,no,-84.331858,33.824102,-83.295826,30.875651
"Cleveland, OH","Washington, DC",3,Blue,26,Female,1,2009,26,14,Personal Travel,3,20,30,Eco,1,1/1/14,EV,FlyFast Airways Inc.,Virginia,Ohio,21,0,0,No,53,288,no,-77.18974,38.897394,-81.605443,41.443638
"Charlotte, NC","Boston, MA",3,Blue,16,Female,2,2003,6,5,Business travel,3,0,25,Eco,16,1/16/14,US,Southeast Airlines Co.,Massachusetts,North Carolina,17,11,9,No,115,728,yes,-71.140708,42.373132,-80.815826,35.249654
